date,time,minutes,category,activity,member
2022-09-30,16:00,24,Utilities,General,e
2022-09-30,16:00,18,News & Opinion,General,e
2022-09-30,16:00,14,News & Opinion,General,e
2022-09-30,16:00,11,News & Opinion,General,e
2022-09-30,16:00,9,Software Development,General,e
2022-09-30,16:00,9,News & Opinion,General,e
2022-09-30,16:00,9,Uncategorized,Uncategorized,e
2022-09-30,16:00,6,Entertainment,Video,e
2022-09-30,16:00,4,Uncategorized,Uncategorized,e
2022-09-30,16:00,4,Reference & Learning,Search,e
2022-09-30,16:00,4,Utilities,General,e
2022-09-30,16:00,3,Reference & Learning,Search,e
2022-09-30,16:00,3,Reference & Learning,Search,e
2022-09-30,16:00,3,Entertainment,Video,e
2022-09-30,16:00,3,Entertainment,Video,e
2022-09-30,16:00,3,News & Opinion,General,e
2022-09-30,16:00,3,News & Opinion,General,e
2022-09-30,16:00,3,Uncategorized,Uncategorized,e
2022-09-30,16:00,3,Utilities,General,e
2022-09-30,16:00,2,News & Opinion,General,e
2022-09-30,16:00,2,Entertainment,Video,e
2022-09-30,16:00,2,News & Opinion,General,e
2022-09-30,16:00,2,Utilities,Internet Utilities,e
2022-09-30,16:00,2,News & Opinion,General,e
2022-09-30,17:00,700,Uncategorized,Uncategorized,e
2022-09-30,17:00,72,Reference & Learning,Health & Medicine,e
2022-09-30,17:00,5,Utilities,General,e
2022-09-30,17:00,4,Utilities,General,e
2022-09-30,18:00,203,Social Networking,General,e
2022-09-30,18:00,135,Utilities,Browsers,e
2022-09-30,18:00,122,Uncategorized,Uncategorized,e
2022-09-30,18:00,76,Communication & Scheduling,Instant Message,e
2022-09-30,18:00,36,Entertainment,Video,e
2022-09-30,18:00,5,Utilities,General,e
2022-09-30,19:00,1689,Entertainment,Video,e
2022-09-30,19:00,357,Entertainment,Video,e
2022-09-30,19:00,279,Utilities,Browsers,e
2022-09-30,19:00,73,Software Development,General,e
2022-09-30,19:00,55,Software Development,Editing & IDEs,e
2022-09-30,19:00,43,Software Development,Editing & IDEs,e
2022-09-30,19:00,14,Uncategorized,Uncategorized,e
2022-09-30,19:00,9,Utilities,General,e
2022-09-30,19:00,5,Entertainment,General,e
2022-09-30,19:00,3,Utilities,General,e
2022-09-30,19:00,2,Software Development,General,e
2022-09-30,19:00,2,Software Development,General,e
2022-09-30,19:00,2,Software Development,General,e
2022-09-30,20:00,308,Reference & Learning,Search,e
2022-09-30,20:00,304,Uncategorized,Uncategorized,e
2022-09-30,21:00,1296,Entertainment,Video,e
2022-09-30,21:00,216,Other Work,Communications,e
2022-09-30,21:00,197,Social Networking,General,e
2022-09-30,21:00,105,News & Opinion,General,e
2022-09-30,21:00,99,Communication & Scheduling,Email,e
2022-09-30,21:00,87,Reference & Learning,Search,e
2022-09-30,21:00,67,Entertainment,General,e
2022-09-30,21:00,50,Uncategorized,Uncategorized,e
2022-09-30,21:00,46,Utilities,General,e
2022-09-30,21:00,29,Reference & Learning,Search,e
2022-09-30,21:00,29,News & Opinion,General,e
2022-09-30,21:00,14,Software Development,General,e
2022-09-30,21:00,12,Reference & Learning,Search,e
2022-09-30,21:00,10,News & Opinion,General,e
2022-09-30,21:00,9,Entertainment,Video,e
2022-09-30,21:00,8,Other Work,Communications,e
2022-09-30,21:00,4,Other Work,Communications,e
2022-09-30,21:00,3,Uncategorized,Uncategorized,e
2022-09-30,21:00,3,News & Opinion,General,e
2022-09-30,21:00,3,News & Opinion,General,e
2022-09-30,21:00,2,Uncategorized,Uncategorized,e
2022-09-30,21:00,2,Other Work,Communications,e
2022-09-30,21:00,2,Reference & Learning,Search,e
2022-09-30,22:00,2336,Entertainment,Video,e
2022-09-30,22:00,1800,Entertainment,Video,e
2022-09-30,22:00,869,Entertainment,General,e
2022-09-30,22:00,654,News & Opinion,General,e
2022-09-30,22:00,72,Reference & Learning,General,e
2022-09-30,22:00,49,Reference & Learning,Search,e
2022-09-30,22:00,43,Uncategorized,Uncategorized,e
2022-09-30,22:00,34,Other Work,Communications,e
2022-09-30,22:00,26,News & Opinion,General,e
2022-09-30,22:00,15,Reference & Learning,Search,e
2022-09-30,22:00,8,Reference & Learning,Search,e
2022-09-30,22:00,3,Utilities,Internet Utilities,e
2022-09-30,22:00,3,Reference & Learning,Search,e
2022-09-30,22:00,3,Utilities,General,e
2022-09-30,22:00,3,Utilities,General,e
2022-09-30,22:00,3,Utilities,Browsers,e
2022-09-30,22:00,2,News & Opinion,General,e
2022-09-30,23:00,1111,Uncategorized,Uncategorized,e
2022-09-30,23:00,458,Entertainment,Video,e
2022-09-30,23:00,341,Entertainment,Video,e
2022-09-30,23:00,245,Uncategorized,Uncategorized,e
2022-09-30,23:00,208,Other Work,Communications,e
2022-09-30,23:00,196,Communication & Scheduling,Instant Message,e
2022-09-30,23:00,177,Entertainment,Video,e
2022-09-30,23:00,127,Entertainment,Video,e
2022-09-30,23:00,97,Entertainment,Video,e
2022-09-30,23:00,96,Communication & Scheduling,General,e
2022-09-30,23:00,76,Software Development,General,e
2022-09-30,23:00,75,Entertainment,Video,e
2022-09-30,23:00,70,Reference & Learning,Search,e
2022-09-30,23:00,66,Entertainment,Video,e
2022-09-30,23:00,57,Software Development,Editing & IDEs,e
2022-09-30,23:00,55,Other Work,Communications,e
2022-09-30,23:00,41,Entertainment,Video,e
2022-09-30,23:00,37,Entertainment,Video,e
2022-09-30,23:00,36,Entertainment,Video,e
2022-09-30,23:00,32,Entertainment,Video,e
2022-09-30,23:00,27,News & Opinion,General,e
2022-09-30,23:00,24,Other Work,Communications,e
2022-09-30,23:00,19,Software Development,General,e
2022-09-30,23:00,19,Entertainment,Video,e
2022-09-30,23:00,18,Software Development,General,e
2022-09-30,23:00,18,Utilities,Virtualization,e
2022-09-30,23:00,17,Uncategorized,Uncategorized,e
2022-09-30,23:00,16,Software Development,Editing & IDEs,e
2022-09-30,23:00,14,Utilities,General,e
2022-09-30,23:00,12,Software Development,General,e
2022-09-30,23:00,12,Software Development,General,e
2022-09-30,23:00,11,Other Work,Communications,e
2022-09-30,23:00,11,Reference & Learning,Search,e
2022-09-30,23:00,8,Utilities,Browsers,e
2022-09-30,23:00,7,Other Work,Communications,e
2022-09-30,23:00,7,Entertainment,Video,e
2022-09-30,23:00,7,Other Work,Communications,e
2022-09-30,23:00,6,Reference & Learning,Search,e
2022-09-30,23:00,6,Entertainment,Video,e
2022-09-30,23:00,6,Entertainment,General,e
2022-09-30,23:00,5,Communication & Scheduling,General,e
2022-09-30,23:00,5,Utilities,Browsers,e
2022-09-30,23:00,5,Other Work,Communications,e
2022-09-30,23:00,5,Uncategorized,Uncategorized,e
2022-09-30,23:00,4,Entertainment,Video,e
2022-09-30,23:00,4,Utilities,Browsers,e
2022-09-30,23:00,4,Entertainment,Video,e
2022-09-30,23:00,4,Software Development,General,e
2022-09-30,23:00,4,Reference & Learning,Search,e
2022-09-30,23:00,3,Communication & Scheduling,General,e
2022-09-30,23:00,3,Other Work,Communications,e
2022-09-30,23:00,3,News & Opinion,General,e
2022-09-30,23:00,2,Reference & Learning,Search,e
2022-09-30,23:00,2,Communication & Scheduling,General,e
2022-09-30,23:00,2,Utilities,General,e
2022-09-30,23:00,2,Other Work,Communications,e
2022-09-30,23:00,2,Entertainment,Video,e
2022-09-30,23:00,2,Other Work,Communications,e
2022-09-30,23:00,2,Software Development,General,e
2022-09-30,23:00,2,Software Development,General,e
2022-09-30,23:00,1,Entertainment,Video,e
2022-09-30,23:00,1,Entertainment,Video,e
2022-09-30,23:00,1,Entertainment,Video,e
2022-09-30,0:00,3328,Uncategorized,Uncategorized,f
2022-09-30,0:00,49,News & Opinion,General,f
2022-09-30,0:00,43,News & Opinion,General,f
2022-09-30,0:00,34,News & Opinion,General,f
2022-09-30,0:00,31,Entertainment,Video,f
2022-09-30,0:00,26,News & Opinion,General,f
2022-09-30,0:00,15,Entertainment,General,f
2022-09-30,0:00,11,Entertainment,Video,f
2022-09-30,0:00,8,Entertainment,Video,f
2022-09-30,0:00,7,Entertainment,Video,f
2022-09-30,0:00,6,Entertainment,Video,f
2022-09-30,0:00,6,Entertainment,Video,f
2022-09-30,0:00,5,Communication & Scheduling,Email,f
2022-09-30,0:00,5,News & Opinion,General,f
2022-09-30,0:00,4,Entertainment,Video,f
2022-09-30,0:00,4,Reference & Learning,Search,f
2022-09-30,0:00,4,Software Development,Systems Operations,f
2022-09-30,0:00,3,Entertainment,Video,f
2022-09-30,0:00,2,Communication & Scheduling,Instant Message,f
2022-09-30,0:00,2,Other Work,Communications,f
2022-09-30,0:00,1,Utilities,General,f
2022-09-30,0:00,1,Entertainment,General,f
2022-09-30,0:00,1,Entertainment,General,f
2022-09-30,0:00,1,Entertainment,General,f
2022-09-30,1:00,369,Uncategorized,Uncategorized,f
2022-09-30,1:00,53,Utilities,Browsers,f
2022-09-30,1:00,24,Entertainment,Video,f
2022-09-30,1:00,21,Entertainment,Video,f
2022-09-30,1:00,4,Entertainment,Games,f
2022-09-30,1:00,4,Entertainment,Video,f
2022-09-30,1:00,4,Utilities,General,f
2022-09-30,1:00,3,News & Opinion,General,f
2022-09-30,1:00,2,Utilities,General,f
2022-09-30,1:00,2,Utilities,Browsers,f
2022-09-30,1:00,2,News & Opinion,General,f
2022-09-30,1:00,1,Entertainment,General,f
2022-09-30,1:00,1,Entertainment,Games,f
2022-09-30,1:00,1,Entertainment,Games,f
2022-09-30,1:00,1,Entertainment,Games,f
2022-09-30,10:00,5,Entertainment,Games,g
2022-09-30,10:00,2,Uncategorized,Uncategorized,g
2022-09-30,10:00,2,Utilities,General,g
2022-09-30,10:00,2,Utilities,General,g
2022-09-30,19:00,227,Communication & Scheduling,Email,h
2022-09-30,19:00,168,Communication & Scheduling,Instant Message,h
2022-09-30,19:00,165,Utilities,General,h
2022-09-30,19:00,118,Business,Intelligence,h
2022-09-30,19:00,105,Reference & Learning,General,h
2022-09-30,19:00,80,Social Networking,General,h
2022-09-30,19:00,22,Utilities,General,h
2022-09-30,19:00,,General,20,h
2022-09-30,19:00,16,Utilities,General,h
2022-09-30,19:00,14,Business,General,h
2022-09-30,19:00,11,Business,Intelligence,h
2022-09-30,19:00,10,Utilities,General,h
2022-09-30,19:00,9,Uncategorized,Uncategorized,h
2022-09-30,19:00,6,Utilities,General,h
2022-09-30,19:00,6,Utilities,General,h
2022-09-30,19:00,3,Business,General,h
2022-09-30,19:00,3,Communication & Scheduling,Email,h
2022-09-30,19:00,3,Business,Intelligence,h
2022-09-30,19:00,3,Utilities,General,h
2022-09-30,19:00,2,Social Networking,General,h
2022-09-30,19:00,2,Business,General,h
2022-09-30,19:00,2,Utilities,Browsers,h
2022-09-30,19:00,2,Business,Intelligence,h
2022-09-30,19:00,2,Business,Intelligence,h
2022-09-30,19:00,1,Utilities,General,h
2022-09-30,19:00,1,Utilities,General,h
2022-09-30,20:00,425,Utilities,Browsers,h
2022-09-30,20:00,320,Software Development,Editing & IDEs,h
2022-09-30,20:00,154,Communication & Scheduling,Instant Message,h
2022-09-30,20:00,147,Reference & Learning,General,h
2022-09-30,20:00,72,Software Development,General,h
2022-09-30,20:00,58,Communication & Scheduling,Email,h
2022-09-30,20:00,52,Business,General,h
2022-09-30,20:00,51,Utilities,General,h
2022-09-30,20:00,46,Software Development,Data Modeling & Analysis,h
2022-09-30,20:00,38,Uncategorized,Uncategorized,h
2022-09-30,20:00,37,Business,General,h
2022-09-30,20:00,18,Utilities,Browsers,h
2022-09-30,20:00,15,Software Development,General,h
2022-09-30,20:00,14,Software Development,General,h
2022-09-30,20:00,12,Reference & Learning,Search,h
2022-09-30,20:00,11,Business,Intelligence,h
2022-09-30,20:00,10,Utilities,General,h
2022-09-30,20:00,9,Reference & Learning,General,h
2022-09-30,20:00,7,Software Development,General,h
2022-09-30,20:00,6,Software Development,General,h
2022-09-30,20:00,6,Reference & Learning,Search,h
2022-09-30,20:00,5,Uncategorized,Uncategorized,h
2022-09-30,20:00,5,Utilities,Internet Utilities,h
2022-09-30,20:00,5,Reference & Learning,Search,h
2022-09-30,20:00,4,Software Development,General,h
2022-09-30,20:00,,Communications,2,h
2022-09-30,20:00,2,Software Development,General,h
2022-09-30,23:00,1042,Communication & Scheduling,Instant Message,h
2022-09-30,23:00,334,Shopping,General,h
2022-09-30,23:00,307,Shopping,General,h
2022-09-30,23:00,181,Shopping,General,h
2022-09-30,23:00,115,Utilities,General,h
2022-09-30,23:00,99,News & Opinion,General,h
2022-09-30,23:00,84,Utilities,Browsers,h
2022-09-30,23:00,74,Uncategorized,Uncategorized,h
2022-09-30,23:00,64,Reference & Learning,General,h
2022-09-30,23:00,39,Reference & Learning,Search,h
2022-09-30,23:00,34,Business,General,h
2022-09-30,23:00,25,Communication & Scheduling,Email,h
2022-09-30,23:00,22,Reference & Learning,Search,h
2022-09-30,23:00,20,News & Opinion,General,h
2022-09-30,23:00,13,Utilities,General,h
2022-09-30,23:00,13,News & Opinion,General,h
2022-09-30,23:00,12,Uncategorized,Uncategorized,h
2022-09-30,23:00,11,Shopping,Clothes & Personal,h
2022-09-30,23:00,9,Reference & Learning,Search,h
2022-09-30,23:00,9,Reference & Learning,Search,h
2022-09-30,23:00,9,Uncategorized,Uncategorized,h
2022-09-30,23:00,9,Reference & Learning,General,h
2022-09-30,23:00,7,Reference & Learning,Search,h
2022-09-30,23:00,6,Utilities,General,h
2022-09-30,23:00,5,Utilities,General,h
2022-09-30,23:00,4,Uncategorized,Uncategorized,h
2022-09-30,23:00,3,Reference & Learning,Search,h
2022-09-30,23:00,3,Communication & Scheduling,General,h
2022-09-30,23:00,3,Business,General,h
2022-09-30,23:00,3,Utilities,Browsers,h
2022-09-30,23:00,3,News & Opinion,General,h
2022-09-30,23:00,3,Reference & Learning,Search,h
2022-09-30,23:00,2,Uncategorized,Uncategorized,h
2022-09-30,23:00,2,Business,General,h
2022-09-30,23:00,2,Communication & Scheduling,Email,h
2022-09-30,23:00,2,Utilities,Browsers,h
2022-09-30,23:00,1,Communication & Scheduling,Instant Message,h
2022-09-30,23:00,1,Business,General,h
2022-10-01,3:00,4,Uncategorized,Uncategorized,a
2022-10-01,3:00,1,Uncategorized,Uncategorized,a
2022-10-01,7:00,98,Reference & Learning,Home & Garden,a
2022-10-01,7:00,54,Uncategorized,Uncategorized,a
2022-10-01,7:00,6,Communication & Scheduling,Instant Message,a
2022-10-01,7:00,5,Utilities,General,a
2022-10-01,8:00,425,Uncategorized,Uncategorized,a
2022-10-01,8:00,92,News & Opinion,General,a
2022-10-01,8:00,43,Utilities,General,a
2022-10-01,8:00,26,Communication & Scheduling,Email,a
2022-10-01,8:00,6,Social Networking,Professional Networking,a
2022-10-01,8:00,6,Communication & Scheduling,Email,a
2022-10-01,8:00,3,Reference & Learning,Home & Garden,a
2022-10-01,8:00,1,Utilities,Browsers,a
2022-10-01,9:00,900,Uncategorized,Uncategorized,a
2022-10-01,9:00,94,Reference & Learning,Business & Finance,a
2022-10-01,9:00,63,Communication & Scheduling,General,a
2022-10-01,9:00,22,Utilities,General,a
2022-10-01,9:00,5,Uncategorized,Uncategorized,a
2022-10-01,9:00,5,Social Networking,Professional Networking,a
2022-10-01,10:00,110,Uncategorized,Uncategorized,a
2022-10-01,10:00,58,Communication & Scheduling,General,a
2022-10-01,10:00,9,Communication & Scheduling,Voice Chat,a
2022-10-01,10:00,1,Utilities,General,a
2022-10-01,11:00,22,Uncategorized,Uncategorized,a
2022-10-01,11:00,2,Utilities,General,a
2022-10-01,11:00,1,Communication & Scheduling,General,a
2022-10-01,13:00,493,Uncategorized,Uncategorized,a
2022-10-01,13:00,89,Uncategorized,Uncategorized,a
2022-10-01,13:00,69,Entertainment,Video,a
2022-10-01,13:00,64,Reference & Learning,Search,a
2022-10-01,13:00,56,Uncategorized,Uncategorized,a
2022-10-01,13:00,31,Uncategorized,Uncategorized,a
2022-10-01,13:00,27,Uncategorized,Uncategorized,a
2022-10-01,13:00,26,News & Opinion,General,a
2022-10-01,13:00,19,Reference & Learning,Home & Garden,a
2022-10-01,13:00,16,Utilities,General,a
2022-10-01,13:00,15,Utilities,General,a
2022-10-01,13:00,13,Uncategorized,Uncategorized,a
2022-10-01,13:00,11,Uncategorized,Uncategorized,a
2022-10-01,13:00,8,Communication & Scheduling,Email,a
2022-10-01,13:00,5,Utilities,Browsers,a
2022-10-01,13:00,2,Software Development,General,a
2022-10-01,13:00,2,Uncategorized,Uncategorized,a
2022-10-01,13:00,1,Utilities,General,a
2022-10-01,14:00,248,Uncategorized,Uncategorized,a
2022-10-01,14:00,14,Utilities,General,a
2022-10-01,14:00,2,Utilities,General,a
2022-10-01,14:00,1,Utilities,General,a
2022-10-01,15:00,1046,Uncategorized,Uncategorized,a
2022-10-01,15:00,74,Communication & Scheduling,Voice Chat,a
2022-10-01,15:00,15,Utilities,General,a
2022-10-01,15:00,10,Reference & Learning,Business & Finance,a
2022-10-01,15:00,9,Communication & Scheduling,Email,a
2022-10-01,15:00,6,Social Networking,Professional Networking,a
2022-10-01,15:00,3,Communication & Scheduling,General,a
2022-10-01,15:00,1,Communication & Scheduling,General,a
2022-10-01,16:00,1717,Entertainment,Video,a
2022-10-01,16:00,402,Uncategorized,Uncategorized,a
2022-10-01,16:00,6,Utilities,General,a
2022-10-01,17:00,3518,Entertainment,Video,a
2022-10-01,17:00,26,Utilities,General,a
2022-10-01,17:00,19,Uncategorized,Uncategorized,a
2022-10-01,18:00,1763,Entertainment,Video,a
2022-10-01,18:00,1656,Uncategorized,Uncategorized,a
2022-10-01,18:00,1,Utilities,General,a
2022-10-01,19:00,220,Uncategorized,Uncategorized,a
2022-10-01,19:00,1,Utilities,General,a
2022-10-01,20:00,144,Communication & Scheduling,Instant Message,a
2022-10-01,20:00,77,Social Networking,Professional Networking,a
2022-10-01,20:00,12,Uncategorized,Uncategorized,a
2022-10-01,20:00,3,Utilities,General,a
2022-10-01,21:00,1609,Uncategorized,Uncategorized,a
2022-10-01,21:00,424,Communication & Scheduling,Instant Message,a
2022-10-01,21:00,18,Reference & Learning,Maps & Regional,a
2022-10-01,21:00,12,Utilities,General,a
2022-10-01,22:00,1020,Utilities,General,a
2022-10-01,22:00,854,Social Networking,Professional Networking,a
2022-10-01,22:00,516,Entertainment,Video,a
2022-10-01,22:00,240,Communication & Scheduling,Instant Message,a
2022-10-01,22:00,205,Reference & Learning,General,a
2022-10-01,22:00,161,Reference & Learning,General,a
2022-10-01,22:00,145,Utilities,General,a
2022-10-01,22:00,133,Reference & Learning,Home & Garden,a
2022-10-01,22:00,118,Uncategorized,Uncategorized,a
2022-10-01,22:00,102,Communication & Scheduling,General,a
2022-10-01,22:00,70,Entertainment,Games,a
2022-10-01,22:00,66,Utilities,General,a
2022-10-01,22:00,51,Business,Intelligence,a
2022-10-01,22:00,28,Reference & Learning,Search,a
2022-10-01,22:00,23,Uncategorized,Uncategorized,a
2022-10-01,22:00,18,Uncategorized,Uncategorized,a
2022-10-01,22:00,8,Uncategorized,Uncategorized,a
2022-10-01,22:00,6,News & Opinion,General,a
2022-10-01,22:00,4,Utilities,Browsers,a
2022-10-01,22:00,4,Communication & Scheduling,Email,a
2022-10-01,22:00,4,Utilities,Browsers,a
2022-10-01,22:00,3,Reference & Learning,General,a
2022-10-01,22:00,3,Business,General,a
2022-10-01,22:00,2,Utilities,General,a
2022-10-01,22:00,1,Entertainment,Games,a
2022-10-01,23:00,1138,Uncategorized,Uncategorized,a
2022-10-01,23:00,957,Entertainment,Video,a
2022-10-01,23:00,370,News & Opinion,General,a
2022-10-01,23:00,345,Entertainment,Video,a
2022-10-01,23:00,111,Communication & Scheduling,General,a
2022-10-01,23:00,92,News & Opinion,General,a
2022-10-01,23:00,74,Software Development,General,a
2022-10-01,23:00,49,Reference & Learning,Home & Garden,a
2022-10-01,23:00,22,News & Opinion,General,a
2022-10-01,23:00,20,News & Opinion,General,a
2022-10-01,23:00,20,Utilities,General,a
2022-10-01,23:00,10,Reference & Learning,Search,a
2022-10-01,23:00,6,Reference & Learning,General,a
2022-10-01,23:00,5,Communication & Scheduling,Email,a
2022-10-01,23:00,4,Utilities,General,a
2022-10-01,23:00,3,Utilities,Browsers,a
2022-10-01,23:00,2,Utilities,General,a
2022-10-01,23:00,1,Uncategorized,Uncategorized,a
2022-10-01,6:00,152,Social Networking,General,b
2022-10-01,6:00,53,Utilities,General,b
2022-10-01,6:00,2,Communication & Scheduling,Instant Message,b
2022-10-01,7:00,3,Communication & Scheduling,Calendars,b
2022-10-01,10:00,648,Business,Operations,b
2022-10-01,10:00,349,Design & Composition,Writing,b
2022-10-01,10:00,299,Reference & Learning,General,b
2022-10-01,10:00,276,Utilities,General,b
2022-10-01,10:00,240,Communication & Scheduling,Email,b
2022-10-01,10:00,192,Uncategorized,Uncategorized,b
2022-10-01,10:00,100,Utilities,General,b
2022-10-01,10:00,81,Utilities,General,b
2022-10-01,10:00,47,Utilities,Browsers,b
2022-10-01,10:00,24,Utilities,Browsers,b
2022-10-01,10:00,18,Reference & Learning,Search,b
2022-10-01,10:00,17,Business,General,b
2022-10-01,10:00,14,Communication & Scheduling,General,b
2022-10-01,10:00,10,Uncategorized,Uncategorized,b
2022-10-01,10:00,7,Utilities,General,b
2022-10-01,10:00,5,Utilities,General,b
2022-10-01,10:00,5,Utilities,Internet Utilities,b
2022-10-01,10:00,4,Software Development,Editing & IDEs,b
2022-10-01,10:00,2,Reference & Learning,General,b
2022-10-01,11:00,432,Business,Operations,b
2022-10-01,11:00,367,Design & Composition,Writing,b
2022-10-01,11:00,80,Utilities,Browsers,b
2022-10-01,11:00,49,Utilities,General,b
2022-10-01,11:00,42,Reference & Learning,General,b
2022-10-01,11:00,31,Utilities,General,b
2022-10-01,13:00,343,Utilities,General,b
2022-10-01,13:00,325,Reference & Learning,Travel & Outdoors,b
2022-10-01,13:00,77,Design & Composition,Writing,b
2022-10-01,13:00,46,Utilities,Browsers,b
2022-10-01,13:00,19,Business,Operations,b
2022-10-01,14:00,808,Uncategorized,Uncategorized,b
2022-10-01,14:00,293,Reference & Learning,Travel & Outdoors,b
2022-10-01,14:00,226,Reference & Learning,General,b
2022-10-01,14:00,193,Reference & Learning,General,b
2022-10-01,14:00,193,Reference & Learning,General,b
2022-10-01,14:00,32,Utilities,Browsers,b
2022-10-01,14:00,13,Reference & Learning,Search,b
2022-10-01,15:00,975,Design & Composition,Writing,b
2022-10-01,15:00,121,Utilities,Browsers,b
2022-10-01,15:00,110,Utilities,General,b
2022-10-01,15:00,54,Business,General,b
2022-10-01,15:00,18,Uncategorized,Uncategorized,b
2022-10-01,15:00,12,Communication & Scheduling,Instant Message,b
2022-10-01,15:00,8,Uncategorized,Uncategorized,b
2022-10-01,15:00,8,Uncategorized,Uncategorized,b
2022-10-01,15:00,7,Reference & Learning,Search,b
2022-10-01,15:00,6,Utilities,General,b
2022-10-01,15:00,1,Utilities,General,b
2022-10-01,16:00,394,Entertainment,Video,b
2022-10-01,16:00,232,Utilities,General,b
2022-10-01,16:00,182,Social Networking,General,b
2022-10-01,16:00,14,Communication & Scheduling,Email,b
2022-10-01,17:00,640,Communication & Scheduling,Instant Message,b
2022-10-01,17:00,580,Social Networking,General,b
2022-10-01,17:00,344,Social Networking,General,b
2022-10-01,17:00,156,Utilities,General,b
2022-10-01,17:00,143,Communication & Scheduling,Voice Chat,b
2022-10-01,17:00,69,Reference & Learning,Business & Finance,b
2022-10-01,17:00,64,Communication & Scheduling,General,b
2022-10-01,17:00,34,Communication & Scheduling,General,b
2022-10-01,17:00,32,Communication & Scheduling,Instant Message,b
2022-10-01,17:00,10,Utilities,General,b
2022-10-01,17:00,8,Communication & Scheduling,General,b
2022-10-01,18:00,145,Entertainment,Video,b
2022-10-01,18:00,85,Entertainment,Music,b
2022-10-01,18:00,74,Utilities,General,b
2022-10-01,18:00,13,Communication & Scheduling,Instant Message,b
2022-10-01,18:00,11,Communication & Scheduling,Voice Chat,b
2022-10-01,18:00,9,Communication & Scheduling,General,b
2022-10-01,18:00,6,Social Networking,General,b
2022-10-01,18:00,1,Uncategorized,Uncategorized,b
2022-10-01,19:00,203,Entertainment,Music,b
2022-10-01,19:00,40,Utilities,General,b
2022-10-01,19:00,39,Social Networking,General,b
2022-10-01,19:00,16,Social Networking,General,b
2022-10-01,20:00,266,Social Networking,General,b
2022-10-01,20:00,48,Utilities,General,b
2022-10-01,20:00,46,Utilities,Browsers,b
2022-10-01,21:00,911,Social Networking,General,b
2022-10-01,21:00,630,Entertainment,Video,b
2022-10-01,21:00,436,Utilities,Browsers,b
2022-10-01,21:00,145,Utilities,Other,b
2022-10-01,21:00,111,Utilities,General,b
2022-10-01,21:00,75,Social Networking,General,b
2022-10-01,21:00,28,Utilities,Browsers,b
2022-10-01,21:00,17,Shopping,General,b
2022-10-01,21:00,14,Utilities,General,b
2022-10-01,21:00,11,Utilities,General,b
2022-10-01,21:00,3,Communication & Scheduling,Instant Message,b
2022-10-01,21:00,1,Utilities,General,b
2022-10-01,22:00,2559,Social Networking,General,b
2022-10-01,22:00,1316,Entertainment,Video,b
2022-10-01,22:00,452,Social Networking,General,b
2022-10-01,22:00,189,Entertainment,Photos,b
2022-10-01,22:00,187,Reference & Learning,Search,b
2022-10-01,22:00,109,Communication & Scheduling,Instant Message,b
2022-10-01,22:00,105,Entertainment,Photos,b
2022-10-01,22:00,67,Social Networking,General,b
2022-10-01,22:00,62,Communication & Scheduling,General,b
2022-10-01,22:00,23,Entertainment,Video,b
2022-10-01,22:00,16,Utilities,General,b
2022-10-01,22:00,13,Utilities,General,b
2022-10-01,22:00,10,Utilities,Browsers,b
2022-10-01,22:00,1,Uncategorized,Uncategorized,b
2022-10-01,23:00,2066,Social Networking,General,b
2022-10-01,23:00,934,Entertainment,Video,b
2022-10-01,23:00,361,Design & Composition,Writing,b
2022-10-01,23:00,345,Social Networking,General,b
2022-10-01,23:00,182,Entertainment,Photos,b
2022-10-01,23:00,163,Communication & Scheduling,Email,b
2022-10-01,23:00,144,Uncategorized,Uncategorized,b
2022-10-01,23:00,129,Uncategorized,Uncategorized,b
2022-10-01,23:00,118,Utilities,Browsers,b
2022-10-01,23:00,44,Business,General,b
2022-10-01,23:00,39,Reference & Learning,Search,b
2022-10-01,23:00,38,Utilities,General,b
2022-10-01,23:00,17,Social Networking,General,b
2022-10-01,23:00,16,Communication & Scheduling,Instant Message,b
2022-10-01,23:00,7,Utilities,Browsers,b
2022-10-01,23:00,3,Design & Composition,General,b
2022-10-01,0:00,5,Software Development,Data Modeling & Analysis,c
2022-10-01,5:00,42,Software Development,Data Modeling & Analysis,c
2022-10-01,5:00,5,Utilities,Other,c
2022-10-01,6:00,203,Utilities,Other,c
2022-10-01,9:00,290,Reference & Learning,Search,c
2022-10-01,9:00,268,Reference & Learning,Search,c
2022-10-01,9:00,199,Business,General,c
2022-10-01,9:00,192,News & Opinion,General,c
2022-10-01,9:00,102,Software Development,Data Modeling & Analysis,c
2022-10-01,9:00,69,Communication & Scheduling,Email,c
2022-10-01,9:00,39,Reference & Learning,General,c
2022-10-01,9:00,33,Uncategorized,Uncategorized,c
2022-10-01,9:00,23,Reference & Learning,General,c
2022-10-01,9:00,23,Uncategorized,Uncategorized,c
2022-10-01,9:00,21,Reference & Learning,Search,c
2022-10-01,9:00,18,Reference & Learning,General,c
2022-10-01,9:00,13,Communication & Scheduling,Email,c
2022-10-01,9:00,12,Reference & Learning,Search,c
2022-10-01,9:00,11,Business,General,c
2022-10-01,9:00,11,Reference & Learning,General,c
2022-10-01,9:00,10,Utilities,Browsers,c
2022-10-01,9:00,10,Uncategorized,Uncategorized,c
2022-10-01,9:00,9,Reference & Learning,Search,c
2022-10-01,9:00,9,Business,General,c
2022-10-01,9:00,8,Business,General,c
2022-10-01,9:00,7,Reference & Learning,Search,c
